outcome,min_cell_per_group,eligible_strata,total_strata,missing_total,present_total,missing_in_common_support,present_in_common_support,missing_coverage,present_coverage,overlap_weight_sum,weighted_missing_mean,weighted_present_mean,adjusted_difference_missing_minus_present,model,scheme,strata
in_gt_P3,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,3.133927876470119,3.4531404668401127,-0.3192125903699936,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P3,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,1.443751617033445,1.623748399777551,-0.17999678274410602,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P3,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,1.2714635487432293,1.5207544055937212,-0.2492908568504919,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P4,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.790014130996999,0.8576695150524072,-0.06765538405540816,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P4,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.2569101078159636,0.26694328033964765,-0.010033172523684075,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P4,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.2256331053728543,0.24412789634175877,-0.018494790968904468,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_P5,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.19304697496960355,0.21968082647826764,-0.026633851508664097,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_preconflict_P5,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.05184879205550019,0.04293898312287754,0.008909808932622651,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
tal_final_P5,20,87,506,8849,17737,5566,15078,0.6289976268504915,0.8500873879461014,3364.8142473101375,0.04722630481500747,0.03894826005151109,0.008278044763496376,E16a,eligibility_controlled,class|size_bin|density_bin|in_gt_cap10
in_gt_total,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,14.912855149688449,17.13258160290676,-2.2197264532183123,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,7.876934709322572,8.559877552092873,-0.6829428427703013,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.004464880241746032,0.00021861602523761672,0.004246264216508415,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,7.8203783103619084,8.534906850889776,-0.7145285405278674,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,6.951926607664807,8.033961527081031,-1.0820349194162242,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.02051966834473083,0.000943559275519525,0.019576109069211305,E21a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.12323462142187244,0.0636470978523515,0.05958752356952095,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.3305155173649109,0.5006444508382392,-0.17012893347332825,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.6252594984843831,0.8324775315900615,-0.20721803310567843,E21a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.7788637588150386,0.7753318279046983,0.0035319309103402086,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,11.232930374326315,12.905974300510175,-1.67304392618386,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,6.172526351953299,6.629878779080375,-0.45735242712707613,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,5.503849610208058,6.260035055095685,-0.7561854448876266,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,2.799868214370778,3.2248844312321605,-0.42501621686138247,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,1.339685242155529,1.5949802690914539,-0.2552950269359249,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,1.1760070739386386,1.492192104700772,-0.31618503076213345,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.7078859575313123,0.7951349017328283,-0.08724894420151597,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.2588261949521069,0.26399913854530893,-0.0051729435932020285,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.22795886614934133,0.2406719879599394,-0.012713121810598083,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.172170603460039,0.20658796943159324,-0.03441736597155423,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.049340521300973626,0.046048664172635076,0.0032918571283385503,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,5,85,116,8889,17697,8780,17324,0.987737653279334,0.9789229812962649,4449.565534729699,0.04411105736876832,0.04106237932463454,0.003048678044133779,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,14.833309724937541,17.06786491919112,-2.234555194253579,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,7.890045271725458,8.573050318230452,-0.6830050465049942,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.004300718615463979,0.00022198612137764415,0.004078732494086334,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,7.83285337265704,8.54843267976633,-0.71557930710929,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,6.967707437512972,8.04970366459894,-1.081996227085968,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.0200932452002222,0.0009581048033181353,0.019135140396904064,E21a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.12256115664186083,0.06329655796307339,0.059264598678787445,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.3307231919635222,0.5006094583745153,-0.16988626641099314,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.6258718370474988,0.8324632083313046,-0.20659137128380578,E21a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.7799835591432066,0.7766239751589314,0.0033595839842751607,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,11.172265237235234,12.857686858840042,-1.6854216216048084,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,6.194728889849566,6.654343777504678,-0.45961488765511227,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,5.527403312030015,6.286297420048966,-0.7588941080189509,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,2.785053524700755,3.211540048138351,-0.4264865234375961,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,1.330949006623865,1.5844655490332231,-0.25351654240935817,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,1.1693603808030046,1.4822054736849262,-0.3128450928819215,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.7047423176631606,0.7928013852144776,-0.08805906755131698,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.25730168439212636,0.26306042625717835,-0.005758741865051986,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.22626006119650885,0.23970099529035582,-0.013440934093846973,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.1712486453383922,0.20583662699825092,-0.03458798165985871,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.04987379179148275,0.046562926971249,0.0033108648202337457,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,10,73,116,8889,17697,8312,17026,0.9350883113961076,0.9620839690342996,4382.014178183938,0.04468368348344343,0.04149977557469121,0.003183907908752226,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,14.457794350112335,16.749175667683584,-2.2913813175712487,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_cap10,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,7.892722327096706,8.591490205620973,-0.6987678785242668,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_in_gt,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.004038627106829794,0.0002310363720480477,0.003807590734781746,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_total,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,7.833765379490177,8.566632861647692,-0.7328674821575154,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_total,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,6.950511158044155,8.056542346970058,-1.1060311889259031,E21a,coarse_class_size_density,class|size_bin|density_bin
zero_final_positive,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.020322161946904883,0.0009971662031242768,0.019324995743780604,E21a,coarse_class_size_density,class|size_bin|density_bin
conflict_loss_fraction,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.1254258625522331,0.06480860449804342,0.060617258054189674,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_mean,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.33105461298119543,0.5006572781878242,-0.1696026652066288,E21a,coarse_class_size_density,class|size_bin|density_bin
target_weight_max,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.6255629550481517,0.8323861180458983,-0.2068231629977466,E21a,coarse_class_size_density,class|size_bin|density_bin
p2_final_share,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.7833123205614021,0.7799707261653896,0.0033415943960124483,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P2,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,10.888310542208227,12.615969794994095,-1.7276592527858678,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P2,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,6.2243671303333805,6.702936786567585,-0.4785696562342041,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P2,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,5.543115188987035,6.326532557059734,-0.7834173680726986,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P3,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,2.7130569649854683,3.152411701638822,-0.4393547366533537,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P3,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,1.3062896760815814,1.5558582603940714,-0.24956858431248996,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P3,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,1.1415874710088898,1.4516875792756174,-0.3101001082667276,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P4,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.6897944074048414,0.7783001922561671,-0.08850578485132565,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P4,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.25248118909250045,0.2599471143633158,-0.0074659252708153545,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P4,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.22050681720221277,0.23570108357418543,-0.015194266371972659,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_P5,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.1666324355137989,0.2024939787945043,-0.0358615432807054,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_preconflict_P5,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.05062738398271467,0.047890700322717264,0.0027366836599974076,E21a,coarse_class_size_density,class|size_bin|density_bin
tal_final_P5,20,55,116,8889,17697,7985,16292,0.8983012712341095,0.9206080126575126,4210.360137730172,0.0453016808460165,0.04262112706051906,0.00268055378549744,E21a,coarse_class_size_density,class|size_bin|density_bin
in_gt_total,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,14.48200395423233,15.825114237234223,-1.3431102830018933,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,8.050553746144407,8.387496804687363,-0.33694305854295514,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.0019618655719201043,0.0003744836501872268,0.0015873819217328774,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_total,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,7.989906937894783,8.35998075373246,-0.37007381583767707,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_total,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,7.09964152944132,7.850208016126726,-0.7505664866854058,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_final_positive,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.013037168927421369,0.0009022599787439961,0.012134908948677373,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
conflict_loss_fraction,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.12190765738705843,0.06634523575832739,0.05556242162873104,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_mean,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.3301384284906738,0.496504330614106,-0.16636590212343216,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_max,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.6281992274524109,0.8306246450634597,-0.20242541761104882,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
p2_final_share,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.7862049678162191,0.7838038219012989,0.002401145914920133,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P2,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,10.910722286411634,11.919308810788293,-1.0085865243766587,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P2,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,6.374448818464264,6.577409016250991,-0.20296019778672747,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P2,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,5.687337416610732,6.20532162738458,-0.5179842107738484,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P3,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,2.716272286143653,2.978851744894852,-0.26257945875119937,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P3,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,1.3120205764810273,1.4798648767268716,-0.1678443002458443,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P3,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,1.145026659878728,1.3729428874121845,-0.22791622753345653,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P4,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.6880666783572852,0.7347837884072005,-0.0467171100499153,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P4,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.2523864730288411,0.2530581684827586,-0.0006716954539174869,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P4,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.22107627855681655,0.22771301981004125,-0.006636741253224693,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P5,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.1669427033197582,0.19216989314387536,-0.025227189824117174,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P5,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.05105106992065113,0.049648692271840676,0.001402377648810453,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P5,5,254,889,8889,17697,7401,14137,0.8326020924738441,0.7988359608973272,3744.2860652059103,0.046201174395043725,0.04423048151991792,0.0019706928751258013,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_total,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,13.348229127181824,14.631020372327063,-1.2827912451452388,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,7.954857977139142,8.316665798846604,-0.36180782170746184,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.0019154431191365064,0.0004275335313887556,0.0014879095877477508,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_total,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,7.888979542992233,8.28787746467306,-0.3988979216808275,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_total,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,6.986082787961127,7.759430033143314,-0.7733472451821868,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_final_positive,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.012635104998444344,0.0006576525010407406,0.011977452497403604,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
conflict_loss_fraction,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.12413594606834986,0.06825751144889408,0.05587843461945578,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_mean,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.32975430752049806,0.49355206857350664,-0.16379776105300858,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
target_weight_max,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.6272388472348299,0.829605018392975,-0.20236617115814504,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
p2_final_share,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.7906267108734331,0.7918514439784773,-0.001224733105044229,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P2,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,10.045829758201267,11.023512292043675,-0.9776825338424082,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P2,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,6.3248705553869415,6.604415719528675,-0.2795451641417337,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P2,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,5.6334722430813695,6.220527018318473,-0.5870547752371031,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P3,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,2.512180771248623,2.7545833669909645,-0.24240259574234146,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P3,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,1.2601761075984914,1.3844442524027187,-0.12426814480422732,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P3,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,1.0866843256156582,1.2721111252517106,-0.18542679963605235,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P4,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.6396873503950227,0.6761389285602759,-0.03645157816525324,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P4,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.2509502786904694,0.2461723987774801,0.00477787991298928,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P4,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.21792445976959893,0.2198742746613877,-0.0019498148917887759,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_P5,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.1505312473369117,0.17678578473214898,-0.026254537395237282,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_P5,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.0529826013163318,0.052845093964186476,0.00013750735214532184,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_P5,10,156,889,8889,17697,6415,11089,0.7216784790190123,0.6266033791038029,3279.6817327726358,0.048001759494501556,0.04691761491174432,0.0010841445827572335,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_total,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,11.535440119249346,12.805897003401277,-1.2704568841519315,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
in_gt_cap10,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,7.860611020699109,8.245620826328667,-0.3850098056295579,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_in_gt,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,0.0014816084935559714,0.000562608796112772,0.0009189996974431994,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_preconflict_total,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,7.783406259613181,8.210646541049439,-0.4272402814362577,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
tal_final_total,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,6.833191012504832,7.638965273359552,-0.8057742608547196,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
zero_final_positive,20,78,889,8889,17697,4679,7223,0.526380920238497,0.4081482737187094,2492.2715797042383,0.008962311089323098,0.000562608796112772,0.008399702293210326,E21a,fine_class_side2_nnlog2,class|side2_bin|nnlog2_bin
